Movie_Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres,Release_Year
Jurassic World,652270625,1018130012,150000000.0,Universal Pictures,PG-13,124,Action,2015
Jurassic World,652270625,1018130012,150000000.0,Universal Pictures,PG-13,124,Adventure,2015
Jurassic World,652270625,1018130012,150000000.0,Universal Pictures,PG-13,124,Sci-Fi,2015
Star Wars: Episode VII - The Force Awakens,936662225,1131561399,245000000.0,Walt Disney Studios Motion Pictures,PG-13,138,Action,2015
Star Wars: Episode VII - The Force Awakens,936662225,1131561399,245000000.0,Walt Disney Studios Motion Pictures,PG-13,138,Adventure,2015
Star Wars: Episode VII - The Force Awakens,936662225,1131561399,245000000.0,Walt Disney Studios Motion Pictures,PG-13,138,Sci-Fi,2015
Avengers: Age of Ultron,459005868,943800000,250000000.0,Walt Disney Studios Motion Pictures,PG-13,141,Action,2015
Avengers: Age of Ultron,459005868,943800000,250000000.0,Walt Disney Studios Motion Pictures,PG-13,141,Adventure,2015
Avengers: Age of Ultron,459005868,943800000,250000000.0,Walt Disney Studios Motion Pictures,PG-13,141,Sci-Fi,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Adventure,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Animation,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Comedy,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Drama,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Family,2015
Inside Out,356461711,501149463,175000000.0,Walt Disney Studios Motion Pictures,PG,95,Fantasy,2015
Furious 7,353007020,1162040651,190000000.0,Universal Pictures,PG-13,137,Action,2015
Furious 7,353007020,1162040651,190000000.0,Universal Pictures,PG-13,137,Adventure,2015
Furious 7,353007020,1162040651,190000000.0,Universal Pictures,PG-13,137,Thriller,2015
American Sniper,350126372,197300000,58800000.0,Warner Bros.,R,133,Action,2014
American Sniper,350126372,197300000,58800000.0,Warner Bros.,R,133,Biography,2014
American Sniper,350126372,197300000,58800000.0,Warner Bros.,R,133,Drama,2014
American Sniper,350126372,197300000,58800000.0,Warner Bros.,R,133,War,2014
Minions,336045770,823352627,74000000.0,Universal Pictures,PG,91,Adventure,2015
Minions,336045770,823352627,74000000.0,Universal Pictures,PG,91,Animation,2015
Minions,336045770,823352627,74000000.0,Universal Pictures,PG,91,Comedy,2015
Minions,336045770,823352627,74000000.0,Universal Pictures,PG,91,Family,2015
Minions,336045770,823352627,74000000.0,Universal Pictures,PG,91,Sci-Fi,2015
The Hunger Games: Mockingjay - Part 2,281723902,376620235,160000000.0,Lionsgate,PG-13,137,Action,2015
The Hunger Games: Mockingjay - Part 2,281723902,376620235,160000000.0,Lionsgate,PG-13,137,Adventure,2015
The Hunger Games: Mockingjay - Part 2,281723902,376620235,160000000.0,Lionsgate,PG-13,137,Sci-Fi,2015
The Hunger Games: Mockingjay - Part 2,281723902,376620235,160000000.0,Lionsgate,PG-13,137,Thriller,2015
The Martian,228433663,401728227,108000000.0,Twentieth Century Fox,PG-13,144,Adventure,2015
The Martian,228433663,401728227,108000000.0,Twentieth Century Fox,PG-13,144,Drama,2015
The Martian,228433663,401728227,108000000.0,Twentieth Century Fox,PG-13,144,Sci-Fi,2015
Cinderella,201151353,341200000,95000000.0,Walt Disney Studios Motion Pictures,PG,105,Drama,2015
Cinderella,201151353,341200000,95000000.0,Walt Disney Studios Motion Pictures,PG,105,Family,2015
Cinderella,201151353,341200000,95000000.0,Walt Disney Studios Motion Pictures,PG,105,Fantasy,2015
Cinderella,201151353,341200000,95000000.0,Walt Disney Studios Motion Pictures,PG,105,Romance,2015
How the Grinch Stole Christmas,260044825,85096578,123000000.0,Universal Pictures,PG,104,Comedy,2000
How the Grinch Stole Christmas,260044825,85096578,123000000.0,Universal Pictures,PG,104,Family,2000
How the Grinch Stole Christmas,260044825,85096578,123000000.0,Universal Pictures,PG,104,Fantasy,2000
Mission: Impossible II,215409889,330978219,125000000.0,Paramount Pictures,PG-13,123,Action,2000
Mission: Impossible II,215409889,330978219,125000000.0,Paramount Pictures,PG-13,123,Adventure,2000
Mission: Impossible II,215409889,330978219,125000000.0,Paramount Pictures,PG-13,123,Thriller,2000
Gladiator,187705427,272878533,103000000.0,DreamWorks Distribution,R,155,Action,2000
Gladiator,187705427,272878533,103000000.0,DreamWorks Distribution,R,155,Adventure,2000
Gladiator,187705427,272878533,103000000.0,DreamWorks Distribution,R,155,Drama,2000
The Perfect Storm,182618434,146100000,140000000.0,Warner Bros.,PG-13,130,Action,2000
The Perfect Storm,182618434,146100000,140000000.0,Warner Bros.,PG-13,130,Adventure,2000
The Perfect Storm,182618434,146100000,140000000.0,Warner Bros.,PG-13,130,Drama,2000
The Perfect Storm,182618434,146100000,140000000.0,Warner Bros.,PG-13,130,Thriller,2000
Meet the Parents,166244045,164200000,55000000.0,Universal Pictures,PG-13,108,Comedy,2000
Meet the Parents,166244045,164200000,55000000.0,Universal Pictures,PG-13,108,Romance,2000
X-Men,157299718,139039810,75000000.0,Twentieth Century Fox,PG-13,104,Action,2000
X-Men,157299718,139039810,75000000.0,Twentieth Century Fox,PG-13,104,Adventure,2000
X-Men,157299718,139039810,75000000.0,Twentieth Century Fox,PG-13,104,Sci-Fi,2000
Scary Movie,157019771,121000000,19000000.0,Miramax,R,88,Comedy,2000
What Lies Beneath,155464351,135956000,100000000.0,DreamWorks Distribution,PG-13,130,Drama,2000
What Lies Beneath,155464351,135956000,100000000.0,DreamWorks Distribution,PG-13,130,Horror,2000
What Lies Beneath,155464351,135956000,100000000.0,DreamWorks Distribution,PG-13,130,Mystery,2000
What Lies Beneath,155464351,135956000,100000000.0,DreamWorks Distribution,PG-13,130,Thriller,2000
Erin Brockovich,125595205,130676081,52000000.0,Universal Pictures,R,131,Biography,2000
Erin Brockovich,125595205,130676081,52000000.0,Universal Pictures,R,131,Drama,2000
Harry Potter and the Sorcerer's Stone,317575550,657179821,125000000.0,Warner Bros.,PG,152,Adventure,2001
Harry Potter and the Sorcerer's Stone,317575550,657179821,125000000.0,Warner Bros.,PG,152,Family,2001
Harry Potter and the Sorcerer's Stone,317575550,657179821,125000000.0,Warner Bros.,PG,152,Fantasy,2001
Shrek,267665011,216744207,60000000.0,DreamWorks Distribution,PG,90,Adventure,2001
Shrek,267665011,216744207,60000000.0,DreamWorks Distribution,PG,90,Animation,2001
Shrek,267665011,216744207,60000000.0,DreamWorks Distribution,PG,90,Comedy,2001
Shrek,267665011,216744207,60000000.0,DreamWorks Distribution,PG,90,Family,2001
Shrek,267665011,216744207,60000000.0,DreamWorks Distribution,PG,90,Fantasy,2001
"Monsters, Inc.",255873250,272900000,115000000.0,Walt Disney Studios Motion Pictures,G,92,Adventure,2001
"Monsters, Inc.",255873250,272900000,115000000.0,Walt Disney Studios Motion Pictures,G,92,Animation,2001
"Monsters, Inc.",255873250,272900000,115000000.0,Walt Disney Studios Motion Pictures,G,92,Comedy,2001
"Monsters, Inc.",255873250,272900000,115000000.0,Walt Disney Studios Motion Pictures,G,92,Family,2001
"Monsters, Inc.",255873250,272900000,115000000.0,Walt Disney Studios Motion Pictures,G,92,Fantasy,2001
Rush Hour 2,226164286,121161516,90000000.0,New Line Cinema,PG-13,90,Action,2001
Rush Hour 2,226164286,121161516,90000000.0,New Line Cinema,PG-13,90,Comedy,2001
Rush Hour 2,226164286,121161516,90000000.0,New Line Cinema,PG-13,90,Crime,2001
Rush Hour 2,226164286,121161516,90000000.0,New Line Cinema,PG-13,90,Thriller,2001
The Mummy Returns,202019785,230993489,98000000.0,Universal Pictures,PG-13,130,Action,2001
The Mummy Returns,202019785,230993489,98000000.0,Universal Pictures,PG-13,130,Adventure,2001
The Mummy Returns,202019785,230993489,98000000.0,Universal Pictures,PG-13,130,Fantasy,2001
The Mummy Returns,202019785,230993489,98000000.0,Universal Pictures,PG-13,130,Thriller,2001
Pearl Harbor,198542554,250678391,140000000.0,Walt Disney Studios Motion Pictures,PG-13,183,Action,2001
Pearl Harbor,198542554,250678391,140000000.0,Walt Disney Studios Motion Pictures,PG-13,183,Drama,2001
Pearl Harbor,198542554,250678391,140000000.0,Walt Disney Studios Motion Pictures,PG-13,183,History,2001
Pearl Harbor,198542554,250678391,140000000.0,Walt Disney Studios Motion Pictures,PG-13,183,Romance,2001
Pearl Harbor,198542554,250678391,140000000.0,Walt Disney Studios Motion Pictures,PG-13,183,War,2001
Jurassic Park III,181171875,187608934,93000000.0,Universal Pictures,PG-13,92,Action,2001
Jurassic Park III,181171875,187608934,93000000.0,Universal Pictures,PG-13,92,Adventure,2001
Jurassic Park III,181171875,187608934,93000000.0,Universal Pictures,PG-13,92,Sci-Fi,2001
Jurassic Park III,181171875,187608934,93000000.0,Universal Pictures,PG-13,92,Thriller,2001
Planet of the Apes,180011740,182200000,100000000.0,Twentieth Century Fox,PG-13,119,Action,2001
Planet of the Apes,180011740,182200000,100000000.0,Twentieth Century Fox,PG-13,119,Adventure,2001
Planet of the Apes,180011740,182200000,100000000.0,Twentieth Century Fox,PG-13,119,Sci-Fi,2001
Planet of the Apes,180011740,182200000,100000000.0,Twentieth Century Fox,PG-13,119,Thriller,2001
Hannibal,165092268,186600000,87000000.0,Metro-Goldwyn-Mayer (MGM),R,131,Crime,2001
Hannibal,165092268,186600000,87000000.0,Metro-Goldwyn-Mayer (MGM),R,131,Drama,2001
Hannibal,165092268,186600000,87000000.0,Metro-Goldwyn-Mayer (MGM),R,131,Thriller,2001
The Lord of the Rings: The Fellowship of the Ring,313364114,567475732,93000000.0,New Line Cinema,PG-13,178,Action,2001
The Lord of the Rings: The Fellowship of the Ring,313364114,567475732,93000000.0,New Line Cinema,PG-13,178,Adventure,2001
The Lord of the Rings: The Fellowship of the Ring,313364114,567475732,93000000.0,New Line Cinema,PG-13,178,Drama,2001
The Lord of the Rings: The Fellowship of the Ring,313364114,567475732,93000000.0,New Line Cinema,PG-13,178,Fantasy,2001
Spider-Man,403706375,418002176,139000000.0,Sony Pictures Entertainment (SPE),PG-13,121,Action,2002
Spider-Man,403706375,418002176,139000000.0,Sony Pictures Entertainment (SPE),PG-13,121,Adventure,2002
Spider-Man,403706375,418002176,139000000.0,Sony Pictures Entertainment (SPE),PG-13,121,Sci-Fi,2002
Star Wars: Episode II - Attack of the Clones,302191252,343065200,115000000.0,Twentieth Century Fox,PG,142,Action,2002
Star Wars: Episode II - Attack of the Clones,302191252,343065200,115000000.0,Twentieth Century Fox,PG,142,Adventure,2002
Star Wars: Episode II - Attack of the Clones,302191252,343065200,115000000.0,Twentieth Century Fox,PG,142,Fantasy,2002
Star Wars: Episode II - Attack of the Clones,302191252,343065200,115000000.0,Twentieth Century Fox,PG,142,Sci-Fi,2002
Harry Potter and the Chamber of Secrets,261988482,616991152,100000000.0,Warner Bros.,PG,161,Adventure,2002
Harry Potter and the Chamber of Secrets,261988482,616991152,100000000.0,Warner Bros.,PG,161,Family,2002
Harry Potter and the Chamber of Secrets,261988482,616991152,100000000.0,Warner Bros.,PG,161,Fantasy,2002
Harry Potter and the Chamber of Secrets,261988482,616991152,100000000.0,Warner Bros.,PG,161,Mystery,2002
Signs,227966634,180281283,72000000.0,Walt Disney Studios Motion Pictures,PG-13,106,Drama,2002
Signs,227966634,180281283,72000000.0,Walt Disney Studios Motion Pictures,PG-13,106,Mystery,2002
Signs,227966634,180281283,72000000.0,Walt Disney Studios Motion Pictures,PG-13,106,Sci-Fi,2002
Signs,227966634,180281283,72000000.0,Walt Disney Studios Motion Pictures,PG-13,106,Thriller,2002
My Big Fat Greek Wedding,241438208,127305836,5000000.0,IFC Films,PG,95,Comedy,2002
My Big Fat Greek Wedding,241438208,127305836,5000000.0,IFC Films,PG,95,Drama,2002
My Big Fat Greek Wedding,241438208,127305836,5000000.0,IFC Films,PG,95,Romance,2002
The Lord of the Rings: The Two Towers,339789881,596899854,94000000.0,New Line Cinema,PG-13,179,Action,2002
The Lord of the Rings: The Two Towers,339789881,596899854,94000000.0,New Line Cinema,PG-13,179,Adventure,2002
The Lord of the Rings: The Two Towers,339789881,596899854,94000000.0,New Line Cinema,PG-13,179,Drama,2002
The Lord of the Rings: The Two Towers,339789881,596899854,94000000.0,New Line Cinema,PG-13,179,Fantasy,2002
Austin Powers in Goldmember,213307889,83630912,63000000.0,New Line Cinema,PG-13,94,Action,2002
Austin Powers in Goldmember,213307889,83630912,63000000.0,New Line Cinema,PG-13,94,Adventure,2002
Austin Powers in Goldmember,213307889,83630912,63000000.0,New Line Cinema,PG-13,94,Comedy,2002
Austin Powers in Goldmember,213307889,83630912,63000000.0,New Line Cinema,PG-13,94,Crime,2002
Men in Black II,190418803,251400000,140000000.0,Sony Pictures Entertainment (SPE),PG-13,88,Action,2002
Men in Black II,190418803,251400000,140000000.0,Sony Pictures Entertainment (SPE),PG-13,88,Adventure,2002
Men in Black II,190418803,251400000,140000000.0,Sony Pictures Entertainment (SPE),PG-13,88,Comedy,2002
Men in Black II,190418803,251400000,140000000.0,Sony Pictures Entertainment (SPE),PG-13,88,Mystery,2002
Men in Black II,190418803,251400000,140000000.0,Sony Pictures Entertainment (SPE),PG-13,88,Sci-Fi,2002
Ice Age,176387405,206869731,59000000.0,Twentieth Century Fox,PG,81,Adventure,2002
Ice Age,176387405,206869731,59000000.0,Twentieth Century Fox,PG,81,Animation,2002
Ice Age,176387405,206869731,59000000.0,Twentieth Century Fox,PG,81,Comedy,2002
Ice Age,176387405,206869731,59000000.0,Twentieth Century Fox,PG,81,Family,2002
Ice Age,176387405,206869731,59000000.0,Twentieth Century Fox,PG,81,Fantasy,2002
A Beautiful Mind,170742341,142800000,58000000.0,Universal Pictures,PG-13,135,Biography,2001
A Beautiful Mind,170742341,142800000,58000000.0,Universal Pictures,PG-13,135,Drama,2001
Finding Nemo,339714978,531300000,94000000.0,Walt Disney Studios Motion Pictures,Not Rated,100,Adventure,2003
Finding Nemo,339714978,531300000,94000000.0,Walt Disney Studios Motion Pictures,Not Rated,100,Animation,2003
Finding Nemo,339714978,531300000,94000000.0,Walt Disney Studios Motion Pictures,Not Rated,100,Comedy,2003
Finding Nemo,339714978,531300000,94000000.0,Walt Disney Studios Motion Pictures,Not Rated,100,Family,2003
Pirates of the Caribbean: The Curse of the Black Pearl,305413918,348850097,140000000.0,Walt Disney Studios Motion Pictures,PG-13,143,Action,2003
Pirates of the Caribbean: The Curse of the Black Pearl,305413918,348850097,140000000.0,Walt Disney Studios Motion Pictures,PG-13,143,Adventure,2003
Pirates of the Caribbean: The Curse of the Black Pearl,305413918,348850097,140000000.0,Walt Disney Studios Motion Pictures,PG-13,143,Fantasy,2003
The Matrix Reloaded,281576461,457835574,150000000.0,Warner Bros.,R,138,Action,2003
The Matrix Reloaded,281576461,457835574,150000000.0,Warner Bros.,R,138,Sci-Fi,2003
The Lord of the Rings: The Return of the King,377027325,763654686,94000000.0,New Line Cinema,PG-13,201,Action,2003
The Lord of the Rings: The Return of the King,377027325,763654686,94000000.0,New Line Cinema,PG-13,201,Adventure,2003
The Lord of the Rings: The Return of the King,377027325,763654686,94000000.0,New Line Cinema,PG-13,201,Drama,2003
The Lord of the Rings: The Return of the King,377027325,763654686,94000000.0,New Line Cinema,PG-13,201,Fantasy,2003
Bruce Almighty,242829261,241763613,81000000.0,Universal Pictures,PG-13,101,Comedy,2003
Bruce Almighty,242829261,241763613,81000000.0,Universal Pictures,PG-13,101,Fantasy,2003
X2: X-Men United,214949694,192761855,110000000.0,Twentieth Century Fox,PG-13,134,Action,2003
X2: X-Men United,214949694,192761855,110000000.0,Twentieth Century Fox,PG-13,134,Sci-Fi,2003
X2: X-Men United,214949694,192761855,110000000.0,Twentieth Century Fox,PG-13,134,Thriller,2003
Elf,173398518,47044933,33000000.0,New Line Cinema,PG,97,Adventure,2003
Elf,173398518,47044933,33000000.0,New Line Cinema,PG,97,Comedy,2003
Elf,173398518,47044933,33000000.0,New Line Cinema,PG,97,Family,2003
Elf,173398518,47044933,33000000.0,New Line Cinema,PG,97,Fantasy,2003
Elf,173398518,47044933,33000000.0,New Line Cinema,PG,97,Romance,2003
Chicago,170687518,136089214,45000000.0,Miramax,PG-13,113,Comedy,2002
Chicago,170687518,136089214,45000000.0,Miramax,PG-13,113,Crime,2002
Chicago,170687518,136089214,45000000.0,Miramax,PG-13,113,Musical,2002
Terminator 3: Rise of the Machines,150371112,283000000,200000000.0,Warner Bros.,R,109,Action,2003
Terminator 3: Rise of the Machines,150371112,283000000,200000000.0,Warner Bros.,R,109,Sci-Fi,2003
Bad Boys II,138608444,134731112,130000000.0,Sony Pictures Entertainment (SPE),R,147,Action,2003
Bad Boys II,138608444,134731112,130000000.0,Sony Pictures Entertainment (SPE),R,147,Comedy,2003
Bad Boys II,138608444,134731112,130000000.0,Sony Pictures Entertainment (SPE),R,147,Crime,2003
Bad Boys II,138608444,134731112,130000000.0,Sony Pictures Entertainment (SPE),R,147,Thriller,2003
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Adventure,2004
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Animation,2004
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Comedy,2004
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Family,2004
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Fantasy,2004
Shrek 2,441226247,487534523,150000000.0,DreamWorks Distribution,PG,93,Romance,2004
Spider-Man 2,373585825,415032492,200000000.0,Sony Pictures Entertainment (SPE),PG-13,127,Action,2004
Spider-Man 2,373585825,415032492,200000000.0,Sony Pictures Entertainment (SPE),PG-13,127,Adventure,2004
Spider-Man 2,373585825,415032492,200000000.0,Sony Pictures Entertainment (SPE),PG-13,127,Sci-Fi,2004
The Passion of the Christ,370274604,241212132,30000000.0,Newmarket Films,R,127,Drama,2004
Harry Potter and the Prisoner of Azkaban,249541069,546093000,130000000.0,Warner Bros.,PG,142,Adventure,2004
Harry Potter and the Prisoner of Azkaban,249541069,546093000,130000000.0,Warner Bros.,PG,142,Family,2004
Harry Potter and the Prisoner of Azkaban,249541069,546093000,130000000.0,Warner Bros.,PG,142,Fantasy,2004
Harry Potter and the Prisoner of Azkaban,249541069,546093000,130000000.0,Warner Bros.,PG,142,Mystery,2004
The Incredibles,261441092,370001000,92000000.0,Walt Disney Studios Motion Pictures,Not Rated,115,Action,2004
The Incredibles,261441092,370001000,92000000.0,Walt Disney Studios Motion Pictures,Not Rated,115,Adventure,2004
The Incredibles,261441092,370001000,92000000.0,Walt Disney Studios Motion Pictures,Not Rated,115,Animation,2004
The Incredibles,261441092,370001000,92000000.0,Walt Disney Studios Motion Pictures,Not Rated,115,Family,2004
The Day After Tomorrow,186740799,365898772,125000000.0,Twentieth Century Fox,PG-13,124,Action,2004
The Day After Tomorrow,186740799,365898772,125000000.0,Twentieth Century Fox,PG-13,124,Adventure,2004
The Day After Tomorrow,186740799,365898772,125000000.0,Twentieth Century Fox,PG-13,124,Sci-Fi,2004
The Day After Tomorrow,186740799,365898772,125000000.0,Twentieth Century Fox,PG-13,124,Thriller,2004
The Bourne Supremacy,176241941,114391481,75000000.0,Universal Pictures,PG-13,108,Action,2004
The Bourne Supremacy,176241941,114391481,75000000.0,Universal Pictures,PG-13,108,Mystery,2004
The Bourne Supremacy,176241941,114391481,75000000.0,Universal Pictures,PG-13,108,Thriller,2004
Shark Tale,160861908,213721971,75000000.0,DreamWorks Distribution,PG,90,Adventure,2004
Shark Tale,160861908,213721971,75000000.0,DreamWorks Distribution,PG,90,Animation,2004
Shark Tale,160861908,213721971,75000000.0,DreamWorks Distribution,PG,90,Comedy,2004
Shark Tale,160861908,213721971,75000000.0,DreamWorks Distribution,PG,90,Family,2004
Shark Tale,160861908,213721971,75000000.0,DreamWorks Distribution,PG,90,Fantasy,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Adventure,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Animation,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Comedy,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Family,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Fantasy,2004
The Polar Express,162775358,123225147,165000000.0,Warner Bros.,Not Rated,100,Musical,2004
National Treasure,173008894,174503424,100000000.0,Walt Disney Studios Motion Pictures,PG,131,Action,2004
National Treasure,173008894,174503424,100000000.0,Walt Disney Studios Motion Pictures,PG,131,Adventure,2004
National Treasure,173008894,174503424,100000000.0,Walt Disney Studios Motion Pictures,PG,131,Mystery,2004
National Treasure,173008894,174503424,100000000.0,Walt Disney Studios Motion Pictures,PG,131,Thriller,2004
Star Wars: Episode III - Revenge of the Sith,380270577,488081953,113000000.0,Twentieth Century Fox,PG-13,140,Action,2005
Star Wars: Episode III - Revenge of the Sith,380270577,488081953,113000000.0,Twentieth Century Fox,PG-13,140,Adventure,2005
Star Wars: Episode III - Revenge of the Sith,380270577,488081953,113000000.0,Twentieth Century Fox,PG-13,140,Fantasy,2005
Star Wars: Episode III - Revenge of the Sith,380270577,488081953,113000000.0,Twentieth Century Fox,PG-13,140,Sci-Fi,2005
Harry Potter and the Goblet of Fire,290013036,605908000,150000000.0,Warner Bros.,PG-13,157,Adventure,2005
Harry Potter and the Goblet of Fire,290013036,605908000,150000000.0,Warner Bros.,PG-13,157,Family,2005
Harry Potter and the Goblet of Fire,290013036,605908000,150000000.0,Warner Bros.,PG-13,157,Fantasy,2005
Harry Potter and the Goblet of Fire,290013036,605908000,150000000.0,Warner Bros.,PG-13,157,Mystery,2005
War of the Worlds,234280354,369592765,132000000.0,Paramount Pictures,PG-13,116,Adventure,2005
War of the Worlds,234280354,369592765,132000000.0,Paramount Pictures,PG-13,116,Sci-Fi,2005
War of the Worlds,234280354,369592765,132000000.0,Paramount Pictures,PG-13,116,Thriller,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957,453302158,180000000.0,Walt Disney Studios Motion Pictures,PG,143,Adventure,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957,453302158,180000000.0,Walt Disney Studios Motion Pictures,PG,143,Family,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957,453302158,180000000.0,Walt Disney Studios Motion Pictures,PG,143,Fantasy,2005
Wedding Crashers,209255921,79211724,40000000.0,New Line Cinema,R,119,Comedy,2005
Wedding Crashers,209255921,79211724,40000000.0,New Line Cinema,R,119,Romance,2005
Charlie and the Chocolate Factory,206459076,268509687,150000000.0,Warner Bros.,PG,115,Adventure,2005
Charlie and the Chocolate Factory,206459076,268509687,150000000.0,Warner Bros.,PG,115,Comedy,2005
Charlie and the Chocolate Factory,206459076,268509687,150000000.0,Warner Bros.,PG,115,Family,2005
Charlie and the Chocolate Factory,206459076,268509687,150000000.0,Warner Bros.,PG,115,Fantasy,2005
Charlie and the Chocolate Factory,206459076,268509687,150000000.0,Warner Bros.,PG,115,Musical,2005
Batman Begins,205343774,166510009,150000000.0,Warner Bros.,PG-13,140,Action,2005
Batman Begins,205343774,166510009,150000000.0,Warner Bros.,PG-13,140,Adventure,2005
Madagascar,193595521,348468325,36000000.0,DreamWorks Distribution,PG,86,Adventure,2005
Madagascar,193595521,348468325,36000000.0,DreamWorks Distribution,PG,86,Animation,2005
Madagascar,193595521,348468325,36000000.0,DreamWorks Distribution,PG,86,Comedy,2005
Madagascar,193595521,348468325,36000000.0,DreamWorks Distribution,PG,86,Family,2005
Mr. & Mrs. Smith,186336279,300951367,110000000.0,Twentieth Century Fox,PG-13,120,Action,2005
Mr. & Mrs. Smith,186336279,300951367,110000000.0,Twentieth Century Fox,PG-13,120,Comedy,2005
Mr. & Mrs. Smith,186336279,300951367,110000000.0,Twentieth Century Fox,PG-13,120,Crime,2005
Mr. & Mrs. Smith,186336279,300951367,110000000.0,Twentieth Century Fox,PG-13,120,Thriller,2005
Hitch,179495555,192098655,70000000.0,Sony Pictures Entertainment (SPE),PG-13,118,Comedy,2005
Hitch,179495555,192098655,70000000.0,Sony Pictures Entertainment (SPE),PG-13,118,Romance,2005
Pirates of the Caribbean: Dead Man's Chest,423315812,642863913,225000000.0,Walt Disney Studios Motion Pictures,PG-13,151,Action,2006
Pirates of the Caribbean: Dead Man's Chest,423315812,642863913,225000000.0,Walt Disney Studios Motion Pictures,PG-13,151,Adventure,2006
Pirates of the Caribbean: Dead Man's Chest,423315812,642863913,225000000.0,Walt Disney Studios Motion Pictures,PG-13,151,Fantasy,2006
Cars,244082982,217900167,120000000.0,Walt Disney Studios Motion Pictures,Not Rated,117,Animation,2006
Cars,244082982,217900167,120000000.0,Walt Disney Studios Motion Pictures,Not Rated,117,Comedy,2006
Cars,244082982,217900167,120000000.0,Walt Disney Studios Motion Pictures,Not Rated,117,Family,2006
Cars,244082982,217900167,120000000.0,Walt Disney Studios Motion Pictures,Not Rated,117,Sport,2006
X-Men: The Last Stand,234362462,226072829,210000000.0,Twentieth Century Fox,PG-13,104,Action,2006
X-Men: The Last Stand,234362462,226072829,210000000.0,Twentieth Century Fox,PG-13,104,Adventure,2006
X-Men: The Last Stand,234362462,226072829,210000000.0,Twentieth Century Fox,PG-13,104,Sci-Fi,2006
The Da Vinci Code,217536138,542470807,125000000.0,Sony Pictures Entertainment (SPE),PG-13,149,Mystery,2006
The Da Vinci Code,217536138,542470807,125000000.0,Sony Pictures Entertainment (SPE),PG-13,149,Thriller,2006
Superman Returns,200081192,191000000,270000000.0,Warner Bros.,PG-13,154,Action,2006
Superman Returns,200081192,191000000,270000000.0,Warner Bros.,PG-13,154,Sci-Fi,2006
Ice Age: The Meltdown,195330621,465668135,80000000.0,Twentieth Century Fox,PG,91,Adventure,2006
Ice Age: The Meltdown,195330621,465668135,80000000.0,Twentieth Century Fox,PG,91,Animation,2006
Ice Age: The Meltdown,195330621,465668135,80000000.0,Twentieth Century Fox,PG,91,Comedy,2006
Ice Age: The Meltdown,195330621,465668135,80000000.0,Twentieth Century Fox,PG,91,Family,2006
Ice Age: The Meltdown,195330621,465668135,80000000.0,Twentieth Century Fox,PG,91,Fantasy,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Adventure,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Animation,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Comedy,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Family,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Music,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Musical,2006
Happy Feet,198000317,186335291,100000000.0,Warner Bros.,PG,108,Romance,2006
Over the Hedge,155019340,184776550,36000000.0,DreamWorks,PG,83,Adventure,2006
Over the Hedge,155019340,184776550,36000000.0,DreamWorks,PG,83,Animation,2006
Over the Hedge,155019340,184776550,36000000.0,DreamWorks,PG,83,Comedy,2006
Over the Hedge,155019340,184776550,36000000.0,DreamWorks,PG,83,Family,2006
Over the Hedge,155019340,184776550,36000000.0,DreamWorks,PG,83,Fantasy,2006
Casino Royale,167445960,438553632,150000000.0,Sony Pictures Entertainment (SPE),PG-13,144,Action,2006
Casino Royale,167445960,438553632,150000000.0,Sony Pictures Entertainment (SPE),PG-13,144,Adventure,2006
Casino Royale,167445960,438553632,150000000.0,Sony Pictures Entertainment (SPE),PG-13,144,Thriller,2006
Talladega Nights: The Ballad of Ricky Bobby,148213377,15148718,72500000.0,Sony Pictures Entertainment (SPE),PG-13,108,Comedy,2006
